ID,Type,Negativist,Process,Static,Vortical,Holographic,Causal,Dialectic,Dominant,Creative,Harmonizing,Normalizing
ESTP_Are You Too Selfless?331,ESTP_,1,0,1,0,1,0,0,1,0,0,0
INFJc_How To Spot An ENTP: Body Language36,INFJc,0,0,0,1,0,0,0,0,0,1,0
ENTP_The real secrets of the IDOL STAR ATHLETICS CHAMPIONSHIPS | IDOL INSIDER 🔍114,ENTP_,0,1,1,0,0,1,0,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1156,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1630,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTP_Are You Too Selfless?457,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ESTJ_Arnold Schwarzenegger Shows His Gym & Fridge | Gym & Fridge | Men's Health78,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ISFJc_My Favorite Health and Wellness Platforms5,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ENFJc_How to Maintain Concentration (for as long as 14 hours!)106,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTJc_Living with Social Anxiety | my story & advice49,ESTJc,1,1,0,0,0,0,1,0,1,0,0
"ENTJ_Fastest Killing Builds in Diablo 2 (Information, History Walk through) - 디아블로 2509",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3027,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]4748,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENTJ_My Minimalist Apartment247,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ESFP_HTML & CSS - How Much Do You Really Need To Know? #devsLife81,ESFP_,0,1,1,0,0,1,0,1,0,0,0
ISTJc_Creating Opportunities | Think Out Loud With Jay Shetty245,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]2339,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_How to Design Your Life (My Process For Achieving Goals)88,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3033,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENTJ_My Minimalist Apartment253,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ENFJc_Balance Out The Physical And Spiritual Realms To Live More Holistically282,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_Creating Opportunities | Think Out Loud With Jay Shetty251,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ESFP_HTML & CSS - How Much Do You Really Need To Know? #devsLife95,ESFP_,0,1,1,0,0,1,0,1,0,0,0
ISTJc_OBJECTIVE PERSONALITY ISTJ (MM Si Te BPCS)15,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1624,ENFJc,1,1,0,0,0,0,1,0,1,0,0
"ESTJc_My Testimony (jail, depression, and God’s perfect provision)9",ESTJc,1,1,0,0,0,0,1,0,1,0,0
ESTP_Are You Too Selfless?443,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ENFJc_How to Maintain Concentration (for as long as 14 hours!)112,ENFJc,1,1,0,0,0,0,1,0,1,0,0
INFP_Everything Anthony Mackie Does in a Day | Vanity Fair179,INFP_,0,1,1,0,0,1,0,0,0,0,1
ISFPc_My Software Engineering Journey42,ISFPc,1,0,1,0,1,0,0,0,0,1,0
ENTJ_My Minimalist Apartment87,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ISFPc_LIVING IN SAN FRANCISCO94,ISFPc,1,0,1,0,1,0,0,0,0,1,0
"ESFJc_How I made $8,000 in THREE weeks of College310",ESFJc,0,0,0,1,0,0,0,0,1,0,0
ESTP_Are You Too Selfless?325,ESTP_,1,0,1,0,1,0,0,1,0,0,0
"ENTJ_Coding when you don't ""feel"" like it #grindreel64",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ENTP_The real secrets of the IDOL STAR ATHLETICS CHAMPIONSHIPS | IDOL INSIDER 🔍100,ENTP_,0,1,1,0,0,1,0,1,0,0,0
INFJc_How To Spot An ENTP: Body Language22,INFJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1142,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Ken Jeong Answers Medical Questions From Twitter | Tech Support | WIRED169,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTP_Are You Too Selfless?3,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ISTJc_How to Design Your Life (My Process For Achieving Goals)218,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]851,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_Creating Opportunities | Think Out Loud With Jay Shetty537,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ISTP_How I Learned to Code in 6 Months - And Got Into Google207,ISTP_,0,1,1,0,0,1,0,0,0,0,1
ESTP_Are You Too Selfless?38,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ESFJc_i quit software engineering to do youtube294,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3755,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]689,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESFJc_Improve your Vocabulary: Stop saying VERY!245,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ISFJc_My Favorite Health and Wellness Platforms77,ISFJc,1,1,0,0,0,0,1,0,0,1,0
INFP_Everything Anthony Mackie Does in a Day | Vanity Fair151,INFP_,0,1,1,0,0,1,0,0,0,0,1
ISFP_Reasons are hard for an ISFP206,ISFP_,1,0,1,0,1,0,0,0,0,0,1
INFP_73 Questions With Taylor Swift | Vogue45,INFP_,0,1,1,0,0,1,0,0,0,0,1
ESTJ_Marty Lobdell - Study Less Study Smart225,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
"ESFJc_How I made $8,000 in THREE weeks of College338",ESFJc,0,0,0,1,0,0,0,0,1,0,0
INFJc_How To Spot An ENTP: Body Language243,INFJc,0,0,0,1,0,0,0,0,0,1,0
ENFPc_DON'T GET FAT IN JAPAN36,ENFPc,1,0,1,0,1,0,0,0,1,0,0
ENTP_The real secrets of the IDOL STAR ATHLETICS CHAMPIONSHIPS | IDOL INSIDER 🔍128,ENTP_,0,1,1,0,0,1,0,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]2463,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Ken Jeong Answers Medical Questions From Twitter | Tech Support | WIRED141,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]879,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Self-Discipline with Minimal Effort88,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTP_How I Learned to Code in 6 Months - And Got Into Google67,ISTP_,0,1,1,0,0,1,0,0,0,0,1
ISTJc_How to Design Your Life (My Process For Achieving Goals)230,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ESTP_Are You Too Selfless?10,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]4012,ENFJc,1,1,0,0,0,0,1,0,1,0,0
INTJ_Javascript Explained! Javascript PRIMER video for beginners.187,INTJ_,1,1,0,0,0,0,1,0,0,0,1
"ENTJ_Fastest Killing Builds in Diablo 2 (Information, History Walk through) - 디아블로 2253",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
INFJc_Why I Love ENTPs!!!!!144,INFJc,0,0,0,1,0,0,0,0,0,1,0
ISFJ_Revealing my MBTI type after taking the 16personalities test206,ISFJ_,1,1,0,0,0,0,1,0,0,0,1
ENFJ_Switzerland vs USA | Going to the doctor (my experience)295,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ESTP_Christmas Gifts from Amazon People ACTUALLY Want (Under $50)53,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ESTJc_Living with Social Anxiety | my story & advice75,ESTJc,1,1,0,0,0,0,1,0,1,0,0
"ENTJ_Fastest Killing Builds in Diablo 2 (Information, History Walk through) - 디아블로 2535",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]4774,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_Creating Opportunities | Think Out Loud With Jay Shetty279,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ESTJ_Marty Lobdell - Study Less Study Smart47,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ESFJc_Improve your Vocabulary: Stop saying VERY!43,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ENFJc_Who Are The INFPs?912,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]2305,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESFP_Only 1 Out of 10 Engineering Grads Will Work as an Engineer117,ESFP_,0,1,1,0,0,1,0,1,0,0,0
ESTJ_Arnold Schwarzenegger Shows His Gym & Fridge | Gym & Fridge | Men's Health44,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1618,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESFP_Only 1 Out of 10 Engineering Grads Will Work as an Engineer103,ESFP_,0,1,1,0,0,1,0,1,0,0,0
"ESFJc_How I made $8,000 in THREE weeks of College6",ESFJc,0,0,0,1,0,0,0,0,1,0,0
ISTJc_My Personality Test Results...2,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ESTJ_Arnold Schwarzenegger Shows His Gym & Fridge | Gym & Fridge | Men's Health50,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ENTJ_WHAT I LOOK FOR IN A GUY5,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ESTP_Christmas Gifts from Amazon People ACTUALLY Want (Under $50)47,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ENFJ_Switzerland vs USA | Going to the doctor (my experience)281,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ESTJc_Living with Social Anxiety | my story & advice61,ESTJc,1,1,0,0,0,0,1,0,1,0,0
"ENTJ_Fastest Killing Builds in Diablo 2 (Information, History Walk through) - 디아블로 2521",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update588,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]4760,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTJ_Marty Lobdell - Study Less Study Smart53,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJc_Who Are The INFPs?906,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESFJc_Improve your Vocabulary: Stop saying VERY!57,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ISTJc_OBJECTIVE PERSONALITY ISTJ (MM Si Te BPCS)29,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]2311,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTJc_MY FIRST TIME IN KOREA || INDIAN IN KOREA || things I  ❤️13,ESTJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Ken Jeong Answers Medical Questions From Twitter | Tech Support | WIRED155,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]2477,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_How to Design Your Life (My Process For Achieving Goals)224,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ISTP_How I Learned to Code in 6 Months - And Got Into Google73,ISTP_,0,1,1,0,0,1,0,0,0,0,1
ENFJc_Learn Python - Full Course for Beginners [Tutorial]4006,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_Creating Opportunities | Think Out Loud With Jay Shetty8,ISTJc,0,0,0,1,0,0,0,0,0,1,0
INTJ_Javascript Explained! Javascript PRIMER video for beginners.193,INTJ_,1,1,0,0,0,0,1,0,0,0,1
ISFJ_Revealing my MBTI type after taking the 16personalities test212,ISFJ_,1,1,0,0,0,0,1,0,0,0,1
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3769,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Balance Out The Physical And Spiritual Realms To Live More Holistically0,ENFJc,1,1,0,0,0,0,1,0,1,0,0
INFJc_Why I Love ENTPs!!!!!150,INFJc,0,0,0,1,0,0,0,0,0,1,0
"ENTJ_Fastest Killing Builds in Diablo 2 (Information, History Walk through) - 디아블로 2247",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ESFJc_Improve your Vocabulary: Stop saying VERY!279,ESFJc,0,0,0,1,0,0,0,0,1,0,0
INFP_Everything Anthony Mackie Does in a Day | Vanity Fair145,INFP_,0,1,1,0,0,1,0,0,0,0,1
ISFJc_My Favorite Health and Wellness Platforms63,ISFJc,1,1,0,0,0,0,1,0,0,1,0
INFP_73 Questions With Taylor Swift | Vogue51,INFP_,0,1,1,0,0,1,0,0,0,0,1
ISFP_Reasons are hard for an ISFP212,ISFP_,1,0,1,0,1,0,0,0,0,0,1
ESTJ_Marty Lobdell - Study Less Study Smart231,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
INFP_Top 10 Differences Between Managers and Leaders13,INFP_,0,1,1,0,0,1,0,0,0,0,1
INFJc_How to start a business in 2 days12,INFJc,0,0,0,1,0,0,0,0,0,1,0
ESTP_Are You Too Selfless?319,ESTP_,1,0,1,0,1,0,0,1,0,0,0
"ENTJ_Coding when you don't ""feel"" like it #grindreel58",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
INFJc_How To Spot An ENTP: Body Language257,INFJc,0,0,0,1,0,0,0,0,0,1,0
ENFPc_DON'T GET FAT IN JAPAN22,ENFPc,1,0,1,0,1,0,0,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1195,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISFPc_My Software Engineering Journey95,ISFPc,1,0,1,0,1,0,0,0,0,1,0
ISFPc_LIVING IN SAN FRANCISCO43,ISFPc,1,0,1,0,1,0,0,0,0,1,0
ENTJ_My Minimalist Apartment50,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ENFJ_What I’ve learned about life by observing the ENTP59,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ESFJc_i quit software engineering to do youtube243,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3782,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESFJc_Improve your Vocabulary: Stop saying VERY!292,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update205,ISFJc,1,1,0,0,0,0,1,0,0,1,0
INTJ_Javascript Explained! Javascript PRIMER video for beginners.178,INTJ_,1,1,0,0,0,0,1,0,0,0,1
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan61",ISTP_,0,1,1,0,0,1,0,0,0,0,1
INFJ_Waking up at 5AM is changing my life71,INFJ_,0,0,0,1,0,0,0,0,0,0,1
ISTP_How I Learned to Code in 6 Months - And Got Into Google98,ISTP_,0,1,1,0,0,1,0,0,0,0,1
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan175",ISTP_,0,1,1,0,0,1,0,0,0,0,1
ENFJc_Learn Python - Full Course for Beginners [Tutorial]886,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Self-Discipline with Minimal Effort77,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTJ_5 Ways to Optimise your Workspace to Improve Productivity175,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan613",ISTP_,0,1,1,0,0,1,0,0,0,0,1
ENTJ_6 Things I Wish I Knew When I Started Programming225,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ESFP_HTML & CSS - How Much Do You Really Need To Know? #devsLife42,ESFP_,0,1,1,0,0,1,0,1,0,0,0
ISTJc_My Personality Test Results...458,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ISTJc_Creating Opportunities | Think Out Loud With Jay Shetty286,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]4953,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]138,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update563,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ISTJc_Node.js Tutorials for Beginners |  Part 1 | What is Node JS25,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Who Are The INFPs?735,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENTJ_My Minimalist Apartment284,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ENFJc_Balance Out The Physical And Spiritual Realms To Live More Holistically255,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTJ_Unapologetic Culture10,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ENFP_My Personality and Taking the Test349,ENFP_,1,0,1,0,1,0,0,1,0,0,0
ESTP_Are You Too Selfless?494,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ESTP_30 Facts About Me || 30K SUBSCRIBERS!12,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ESTP_Are You Too Selfless?480,ESTP_,1,0,1,0,1,0,0,1,0,0,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan607",ISTP_,0,1,1,0,0,1,0,0,0,0,1
ISTJc_Creating Opportunities | Think Out Loud With Jay Shetty292,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ESFP_HTML & CSS - How Much Do You Really Need To Know? #devsLife56,ESFP_,0,1,1,0,0,1,0,1,0,0,0
INFJc_How to Be Certain That You Are INFJ329,INFJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]4947,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_Node.js Tutorials for Beginners |  Part 1 | What is Node JS31,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update577,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ENFJc_Balance Out The Physical And Spiritual Realms To Live More Holistically241,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENTJ_My Minimalist Apartment290,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ENFJc_Who Are The INFPs?721,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update211,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ESFJc_Improve your Vocabulary: Stop saying VERY!286,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3796,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESFJc_i quit software engineering to do youtube257,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]2488,ENFJc,1,1,0,0,0,0,1,0,1,0,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan75",ISTP_,0,1,1,0,0,1,0,0,0,0,1
"ISTJc_Why you should stop ""improving"" yourself15",ISTJc,0,0,0,1,0,0,0,0,0,1,0
INFJ_Waking up at 5AM is changing my life65,INFJ_,0,0,0,1,0,0,0,0,0,0,1
ENFJc_Self-Discipline with Minimal Effort63,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]892,ENFJc,1,1,0,0,0,0,1,0,1,0,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan161",ISTP_,0,1,1,0,0,1,0,0,0,0,1
ESTJ_5 Ways to Optimise your Workspace to Improve Productivity161,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1181,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISFPc_My Software Engineering Journey81,ISFPc,1,0,1,0,1,0,0,0,0,1,0
ENTJ_My Minimalist Apartment44,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ISFPc_LIVING IN SAN FRANCISCO57,ISFPc,1,0,1,0,1,0,0,0,0,1,0
ENFJ_What I’ve learned about life by observing the ENTP238,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
INFP_Top 10 Differences Between Managers and Leaders0,INFP_,0,1,1,0,0,1,0,0,0,0,1
INTJ_Javascript Explained! Javascript PRIMER video for beginners.144,INTJ_,1,1,0,0,0,0,1,0,0,0,1
INFJc_Why I Love ENTPs!!!!!187,INFJc,0,0,0,1,0,0,0,0,0,1,0
"ENTJ_Fastest Killing Builds in Diablo 2 (Information, History Walk through) - 디아블로 2290",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update239,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]662,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTJ_5 Ways to Optimise your Workspace to Improve Productivity149,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ISTJc_My Personality Test Results...302,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3966,ENFJc,1,1,0,0,0,0,1,0,1,0,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan149",ISTP_,0,1,1,0,0,1,0,0,0,0,1
"ENTJ_Coding when you don't ""feel"" like it #grindreel123",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
INFJc_How To Spot An ENTP: Body Language280,INFJc,0,0,0,1,0,0,0,0,0,1,0
"ESTJc_My Testimony (jail, depression, and God’s perfect provision)207",ESTJc,1,1,0,0,0,0,1,0,1,0,0
INFP_Everything Anthony Mackie Does in a Day | Vanity Fair192,INFP_,0,1,1,0,0,1,0,0,0,0,1
INFP_73 Questions With Taylor Swift | Vogue86,INFP_,0,1,1,0,0,1,0,0,0,0,1
ENFJ_What I’ve learned about life by observing the ENTP210,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJ_What I’ve learned about life by observing the ENTP65,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1817,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTJ_Arnold Schwarzenegger Shows His Gym & Fridge | Gym & Fridge | Men's Health87,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ESTJc_Day in the life of a nurse | 12 Hour shift33,ESTJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_My Personality Test Results...464,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENTJ_6 Things I Wish I Knew When I Started Programming219,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ESTJ_Marty Lobdell - Study Less Study Smart84,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ESFJc_Improve your Vocabulary: Stop saying VERY!80,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ISTJc_How to Design Your Life (My Process For Achieving Goals)77,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJ_Most important lesson I learned this year (What I know now)32,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
INFJc_How to Be Certain That You Are INFJ301,INFJc,0,0,0,1,0,0,0,0,0,1,0
ESTP_Christmas Gifts from Amazon People ACTUALLY Want (Under $50)90,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ENFJ_Switzerland vs USA | Going to the doctor (my experience)256,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]104,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_Node.js Tutorials for Beginners |  Part 1 | What is Node JS19,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Who Are The INFPs?709,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Balance Out The Physical And Spiritual Realms To Live More Holistically269,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_My Personality Test Results...470,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ESTJ_Marty Lobdell - Study Less Study Smart90,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ISTJc_How to Design Your Life (My Process For Achieving Goals)63,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ESFJc_Improve your Vocabulary: Stop saying VERY!94,ESFJc,0,0,0,1,0,0,0,0,1,0,0
INFJc_How to Be Certain That You Are INFJ315,INFJc,0,0,0,1,0,0,0,0,0,1,0
ENFJ_Most important lesson I learned this year (What I know now)26,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJ_Switzerland vs USA | Going to the doctor (my experience)242,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ESTP_Christmas Gifts from Amazon People ACTUALLY Want (Under $50)84,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]110,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTJ_Arnold Schwarzenegger Shows His Gym & Fridge | Gym & Fridge | Men's Health93,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1803,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTJc_Day in the life of a nurse | 12 Hour shift27,ESTJc,1,1,0,0,0,0,1,0,1,0,0
ESTJ_Unapologetic Culture38,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
"ENTJ_Coding when you don't ""feel"" like it #grindreel137",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
INFJc_How To Spot An ENTP: Body Language294,INFJc,0,0,0,1,0,0,0,0,0,1,0
"ESTJc_My Testimony (jail, depression, and God’s perfect provision)213",ESTJc,1,1,0,0,0,0,1,0,1,0,0
INFP_Everything Anthony Mackie Does in a Day | Vanity Fair186,INFP_,0,1,1,0,0,1,0,0,0,0,1
ENFJ_What I’ve learned about life by observing the ENTP204,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
INFP_73 Questions With Taylor Swift | Vogue92,INFP_,0,1,1,0,0,1,0,0,0,0,1
ENFJ_What I’ve learned about life by observing the ENTP71,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ENTJ_My Minimalist Apartment78,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
INTJ_Javascript Explained! Javascript PRIMER video for beginners.150,INTJ_,1,1,0,0,0,0,1,0,0,0,1
ENFJc_Learn Python - Full Course for Beginners [Tutorial]676,ENFJc,1,1,0,0,0,0,1,0,1,0,0
"ENTJ_Fastest Killing Builds in Diablo 2 (Information, History Walk through) - 디아블로 2284",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
INFJc_Why I Love ENTPs!!!!!193,INFJc,0,0,0,1,0,0,0,0,0,1,0
"ISTJc_Why you should stop ""improving"" yourself29",ISTJc,0,0,0,1,0,0,0,0,0,1,0
INFJ_Waking up at 5AM is changing my life59,INFJ_,0,0,0,1,0,0,0,0,0,0,1
